job_role,experience_years,education_level,skills,salary,is_demonstration
AI Engineer,8.4,Bachelor's Degree,"LangChain, Python, PyTorch, TensorFlow, RAG, Transformers",183000,True
Data Engineer,4.1,Bachelor's Degree,"Python, Data Pipelines, ETL, SQL, Data Warehousing, AWS",128500,True
Cloud Engineer,12.3,Bachelor's Degree,"Microservices, Linux, Docker, AWS, Kubernetes, System Design, DevOps, Microsoft Azure",205500,True
Full Stack Developer,9.6,Bachelor's Degree,"Docker, CSS3, JavaScript, React, Express, Node.js",151500,True
Cloud Engineer,4.2,Bachelor's Degree,"CI/CD, System Design, Terraform, Linux, Microservices",144500,True
Full Stack Developer,4.9,Bachelor's Degree,"PostgreSQL, Tailwind CSS, TypeScript, CSS3",123000,True
ML Engineer,4.5,Bachelor's Degree,"TensorFlow, MLOps, Machine Learning",142000,True
Software Engineer,3.0,High School / Bootcamp,"Git, Data Structures, Linux, Java, SQL, Python, Algorithms",113000,True
Data Engineer,7.8,Bachelor's Degree,"Apache Spark, Data Pipelines, PostgreSQL",146000,True
DevOps Engineer,8.8,Associate's Degree,"Prometheus & Grafana, Nginx, Docker, CI/CD",149000,True
Full Stack Developer,3.1,Bachelor's Degree,"CSS3, Node.js, React, Git, PostgreSQL, REST APIs, Docker",123000,True
ML Engineer,7.2,Master's Degree,"Machine Learning, Pandas, TensorFlow, Data Pipelines, MLOps, Docker, FastAPI",183000,True
Mobile Developer,1.1,Ph.D.,"Git, TypeScript, REST APIs, Firebase, Swift, Mobile UI, Kubernetes",121000,True
Cyber Security Analyst,6.5,Master's Degree,"Cryptography, SIEM, Incident Response, AWS, Security Compliance, Networking, Penetration Testing, System Design",158000,True
Frontend Developer,2.2,Bachelor's Degree,"Tailwind CSS, React, JavaScript, REST APIs, CSS3, Responsive Design, Git",108000,True
Frontend Developer,10.7,Bachelor's Degree,"Git, Tailwind CSS, TypeScript, JavaScript, Responsive Design, Redux, HTML5, REST APIs",154500,True
Full Stack Developer,6.2,Bachelor's Degree,"Node.js, HTML5, Express, MongoDB, React, CSS3, PostgreSQL",140500,True
Software Engineer,3.4,Associate's Degree,"REST APIs, Java, Microservices, Python, Algorithms, Linux",107500,True
ML Engineer,6.3,Bachelor's Degree,"Docker, Pandas, MLOps, Deep Learning, Kubernetes, Scikit-Learn, Rust",170500,True
AI Engineer,5.3,Bachelor's Degree,"Transformers, PyTorch, LangChain, Vector Databases, Python, TensorFlow, Large Language Models",169500,True
Data Scientist,2.4,Master's Degree,"Scikit-Learn, NumPy, Pandas, Machine Learning, Python, Kubernetes",136000,True
Software Engineer,1.0,Bachelor's Degree,"CI/CD, Microservices, Data Structures, Linux, Git, SQL",97000,True
Cyber Security Analyst,2.6,Bachelor's Degree,"SIEM, Linux, AWS, Security Compliance, Python, Cryptography",122500,True
DevOps Engineer,4.3,Associate's Degree,"Kubernetes, CI/CD, Shell / Bash, Docker, Linux, Nginx, Git",134500,True
DevOps Engineer,6.6,Master's Degree,"Prometheus & Grafana, Kubernetes, Shell / Bash, AWS, CI/CD, Linux, Docker",174000,True
Mobile Developer,8.8,Bachelor's Degree,"Flutter, Firebase, TypeScript, Docker",144000,True
Full Stack Developer,1.6,Bachelor's Degree,"HTML5, React, CSS3",109000,True
Full Stack Developer,0.7,Bachelor's Degree,"CSS3, TypeScript, Express, JavaScript, HTML5, Tailwind CSS, MongoDB",97500,True
Full Stack Developer,1.6,Bachelor's Degree,"MongoDB, REST APIs, Node.js",103000,True
Full Stack Developer,6.9,Ph.D.,"Tailwind CSS, JavaScript, Docker, Git, Express, React, MongoDB, Large Language Models",179000,True
DevOps Engineer,3.2,Bachelor's Degree,"Linux, Kubernetes, Nginx",129000,True
Backend Developer,7.3,Master's Degree,"FastAPI, PostgreSQL, Microservices, System Design, Go",157500,True
Data Engineer,5.7,Bachelor's Degree,"Python, PostgreSQL, AWS",143000,True
DevOps Engineer,8.4,Bachelor's Degree,"Docker, Prometheus & Grafana, Kubernetes, AWS, Nginx, CI/CD, Linux",176000,True
DevOps Engineer,0.4,Bachelor's Degree,"AWS, CI/CD, Kubernetes, Linux, Nginx, Git, Shell / Bash, Prometheus & Grafana",121000,True
Data Engineer,0.5,High School / Bootcamp,"AWS, SQL, Kafka, Docker, Data Warehousing, Pandas, ETL, Data Pipelines",103000,True
Mobile Developer,8.0,Master's Degree,"Firebase, TypeScript, REST APIs",142000,True
AI Engineer,7.7,Master's Degree,"Python, Large Language Models, LangChain, Hugging Face",184500,True
Cyber Security Analyst,10.6,Ph.D.,"Security Compliance, Python, Cryptography, Incident Response, Rust",206500,True
Software Engineer,4.1,Bachelor's Degree,"Algorithms, Java, CI/CD, System Design, Data Structures",123000,True
Full Stack Developer,1.2,Bachelor's Degree,"TypeScript, JavaScript, Docker",97000,True
Cyber Security Analyst,11.2,High School / Bootcamp,"Incident Response, Networking, Linux, SIEM, AWS, Penetration Testing, Cryptography",153000,True
AI Engineer,9.0,Bachelor's Degree,"Vector Databases, Deep Learning, PyTorch, Transformers, Hugging Face, LangChain",193000,True
AI Engineer,6.2,High School / Bootcamp,"Vector Databases, TensorFlow, RAG, Large Language Models",149500,True
Full Stack Developer,1.6,Bachelor's Degree,"REST APIs, React, Docker, Tailwind CSS, Express, HTML5, MongoDB",111500,True
Software Engineer,10.1,Master's Degree,"REST APIs, SQL, Algorithms",157000,True
Software Engineer,1.6,Bachelor's Degree,"Microservices, SQL, Git, REST APIs, Data Structures, Java, Python",104000,True
Frontend Developer,1.1,Bachelor's Degree,"Tailwind CSS, Redux, HTML5, REST APIs, TypeScript, JavaScript, React, CSS3, AWS",101000,True
AI Engineer,7.1,Bachelor's Degree,"TensorFlow, Natural Language Processing, Large Language Models, Deep Learning, Hugging Face",175500,True
Full Stack Developer,3.1,Master's Degree,"CSS3, MongoDB, TypeScript, HTML5",124500,True
Backend Developer,2.1,Master's Degree,"Node.js, System Design, Java, SQL, Go, FastAPI, PostgreSQL, Microservices",135000,True
Data Scientist,1.8,Bachelor's Degree,"Scikit-Learn, Pandas, Statistical Modeling, NumPy, Python, Tableau, Data Wrangling",126500,True
Cyber Security Analyst,2.4,High School / Bootcamp,"Incident Response, SIEM, Security Compliance, Penetration Testing, AWS, Networking, Cryptography",101500,True
ML Engineer,4.8,Bachelor's Degree,"FastAPI, Python, PyTorch, Data Pipelines, Kubernetes, Docker, Machine Learning",153500,True
Cloud Engineer,9.1,Bachelor's Degree,"AWS, Linux, DevOps, Terraform, Docker, CI/CD, Microservices",192000,True
Data Scientist,10.5,Bachelor's Degree,"Statistical Modeling, SQL, Scikit-Learn",158000,True
Frontend Developer,2.8,Master's Degree,"CSS3, HTML5, React, Redux, Tailwind CSS, Responsive Design, REST APIs, JavaScript",117000,True
Data Scientist,2.8,Ph.D.,"NumPy, A/B Testing, Data Wrangling, Machine Learning, SQL, Scikit-Learn",142500,True
Backend Developer,1.9,Master's Degree,"Go, Microservices, FastAPI, Docker, Python, Java",122500,True
Software Engineer,9.8,Bachelor's Degree,"Linux, Git, SQL, Python, Microservices, CI/CD",161500,True
Data Scientist,5.5,Ph.D.,"Data Visualization, SQL, Tableau, A/B Testing, AWS",184500,True
Data Scientist,2.4,Master's Degree,"Machine Learning, Python, Pandas, NumPy, Data Wrangling, A/B Testing, Tableau",131000,True
AI Engineer,3.8,Associate's Degree,"Hugging Face, PyTorch, LangChain, Natural Language Processing, Vector Databases, RAG",155000,True
Backend Developer,6.1,Bachelor's Degree,"FastAPI, Microservices, PostgreSQL, Go, Python, Node.js, Docker, System Design",145000,True
Data Scientist,5.7,Associate's Degree,"Machine Learning, Statistical Modeling, Scikit-Learn, Data Visualization, Tableau, SQL, NumPy, Data Wrangling, System Design",141500,True
Frontend Developer,6.6,Bachelor's Degree,"HTML5, React, CSS3",114500,True
Software Engineer,8.3,Bachelor's Degree,"REST APIs, CI/CD, Data Structures, Git, Java",138000,True
AI Engineer,0.7,Master's Degree,"LangChain, Python, Vector Databases, Large Language Models, Docker",130000,True
ML Engineer,1.6,Associate's Degree,"Deep Learning, Pandas, Python, Machine Learning, FastAPI",123000,True
ML Engineer,2.6,Bachelor's Degree,"Deep Learning, PyTorch, Python, Kubernetes, FastAPI",144500,True
ML Engineer,10.0,Bachelor's Degree,"Python, Pandas, MLOps, PyTorch, Kubernetes, Deep Learning, Machine Learning, AWS",197500,True
AI Engineer,3.3,Master's Degree,"TensorFlow, Deep Learning, Python, LangChain, Large Language Models, RAG, Vector Databases, Hugging Face",171000,True
ML Engineer,3.9,Bachelor's Degree,"PyTorch, Docker, Pandas, Machine Learning, Scikit-Learn, TensorFlow",154000,True
Software Engineer,5.9,Bachelor's Degree,"Java, Microservices, SQL, REST APIs, Linux",129500,True
Full Stack Developer,7.8,Bachelor's Degree,"JavaScript, Node.js, Git, PostgreSQL, TypeScript, Express, REST APIs, HTML5",147000,True
Full Stack Developer,1.1,Bachelor's Degree,"JavaScript, Node.js, PostgreSQL, Tailwind CSS, HTML5, React, MongoDB, CSS3",109000,True
Data Engineer,12.0,Bachelor's Degree,"Apache Spark, Pandas, Python, ETL",166000,True
DevOps Engineer,2.3,Bachelor's Degree,"Prometheus & Grafana, Kubernetes, CI/CD, Docker",125500,True
Full Stack Developer,7.4,Bachelor's Degree,"Express, React, Node.js, MongoDB, CSS3, Docker",145500,True
Data Scientist,7.7,Bachelor's Degree,"Data Visualization, A/B Testing, Pandas, Machine Learning, NumPy",147000,True
Full Stack Developer,11.6,Bachelor's Degree,"React, REST APIs, Git, Express, CSS3, Tailwind CSS, MongoDB",162500,True
Data Scientist,8.8,Bachelor's Degree,"Python, A/B Testing, Tableau, Statistical Modeling",171000,True
Data Engineer,3.0,Bachelor's Degree,"SQL, AWS, PostgreSQL, Large Language Models",123500,True
Data Engineer,9.1,Bachelor's Degree,"Python, AWS, Data Warehousing, Apache Spark, SQL",168500,True
DevOps Engineer,1.1,Master's Degree,"Linux, CI/CD, Terraform, Docker, AWS",125000,True
Cloud Engineer,5.6,Bachelor's Degree,"Kubernetes, System Design, DevOps, CI/CD, Microservices, Microsoft Azure",153500,True
Cyber Security Analyst,0.8,Bachelor's Degree,"Incident Response, Penetration Testing, Linux, Networking",91000,True
Software Engineer,1.0,Master's Degree,"Data Structures, SQL, System Design, Linux, Docker",108000,True
Cloud Engineer,1.6,Bachelor's Degree,"Linux, Microservices, Google Cloud Platform (GCP), Microsoft Azure, AWS, System Design",126500,True
Data Scientist,3.5,Associate's Degree,"Scikit-Learn, Python, Data Wrangling, System Design",125000,True
ML Engineer,4.1,Bachelor's Degree,"TensorFlow, PyTorch, Pandas, MLOps, Kubernetes",144000,True
Data Engineer,15.1,Bachelor's Degree,"Python, Data Warehousing, SQL, Kafka",191500,True
AI Engineer,6.7,High School / Bootcamp,"Transformers, Python, Deep Learning, Vector Databases, LangChain, RAG, TensorFlow, Natural Language Processing",165500,True
ML Engineer,8.6,Master's Degree,"FastAPI, Machine Learning, MLOps, Scikit-Learn, PyTorch, TensorFlow, System Design",211500,True
DevOps Engineer,1.5,Ph.D.,"Terraform, Prometheus & Grafana, Kubernetes, Microservices, AWS, Linux",140500,True
Full Stack Developer,11.3,Master's Degree,"HTML5, CSS3, Express, Node.js",168000,True
DevOps Engineer,5.7,Master's Degree,"CI/CD, Microservices, Kubernetes, AWS, Git",150000,True
Frontend Developer,5.3,Bachelor's Degree,"HTML5, CSS3, TypeScript, React, AWS",119000,True
Full Stack Developer,1.9,Bachelor's Degree,"REST APIs, Node.js, CSS3, MongoDB, HTML5, Git, PostgreSQL",116000,True
Backend Developer,6.9,Bachelor's Degree,"MongoDB, Java, PostgreSQL, Go, Microservices, System Design",142500,True
DevOps Engineer,7.9,Ph.D.,"Linux, Microservices, Prometheus & Grafana",184500,True
Full Stack Developer,6.6,Bachelor's Degree,"Node.js, Docker, Git, JavaScript, React, Tailwind CSS, HTML5, MongoDB",150000,True
Full Stack Developer,0.5,Bachelor's Degree,"CSS3, TypeScript, REST APIs, Express, PostgreSQL, Node.js",92000,True
ML Engineer,0.8,High School / Bootcamp,"Scikit-Learn, Docker, Deep Learning, Data Pipelines, FastAPI, TensorFlow, PyTorch, Kubernetes",126000,True
Full Stack Developer,4.5,Bachelor's Degree,"MongoDB, React, JavaScript, TypeScript, HTML5, Tailwind CSS, AWS",142000,True
Software Engineer,5.3,Master's Degree,"Python, Java, Algorithms, REST APIs",128500,True
DevOps Engineer,2.3,Master's Degree,"Nginx, Linux, Prometheus & Grafana, AWS, Docker, Git, Shell / Bash, Microservices, Rust",132000,True
DevOps Engineer,4.5,Bachelor's Degree,"Kubernetes, Microservices, Terraform, Nginx, CI/CD, AWS, Prometheus & Grafana, Shell / Bash",152000,True
Cyber Security Analyst,3.5,Bachelor's Degree,"AWS, Networking, Incident Response, Cryptography, Linux, SIEM, Python",129500,True
Software Engineer,9.2,Bachelor's Degree,"Linux, Git, Python, AWS",140000,True
ML Engineer,2.7,Bachelor's Degree,"Docker, TensorFlow, Kubernetes, FastAPI, PyTorch, Data Pipelines, Python",145500,True
Software Engineer,1.4,Master's Degree,"Java, Linux, Git, Microservices, Algorithms, SQL",110000,True
Full Stack Developer,3.9,Master's Degree,"Docker, MongoDB, Node.js, HTML5, REST APIs, React, Git, TypeScript",143000,True
Frontend Developer,5.2,Bachelor's Degree,"Git, Redux, TypeScript, React, Tailwind CSS, JavaScript, Responsive Design, REST APIs",128500,True
Data Scientist,2.1,Master's Degree,"Pandas, Tableau, Scikit-Learn",132000,True
Backend Developer,1.2,Bachelor's Degree,"Python, Java, MongoDB",94000,True
Frontend Developer,5.9,High School / Bootcamp,"React, Responsive Design, Git, HTML5, CSS3, REST APIs, JavaScript",117500,True
Cloud Engineer,2.9,Bachelor's Degree,"Terraform, Linux, DevOps, Kubernetes, Microsoft Azure, Docker",131000,True
Full Stack Developer,7.5,Master's Degree,"TypeScript, Git, Node.js, Docker, React, JavaScript, Tailwind CSS, HTML5",150000,True
Mobile Developer,3.8,Associate's Degree,"Kotlin, React Native, REST APIs",99000,True
Data Engineer,6.8,Master's Degree,"Apache Spark, PostgreSQL, SQL, Data Pipelines, AWS, Pandas, Kafka",164500,True
Software Engineer,3.8,Master's Degree,"Git, System Design, CI/CD",126500,True
Cloud Engineer,2.5,Bachelor's Degree,"AWS, Microservices, Linux, Terraform, Microsoft Azure",137000,True
Software Engineer,3.5,Bachelor's Degree,"REST APIs, Java, CI/CD, Python, Rust",117500,True
Data Scientist,3.4,Ph.D.,"Machine Learning, Pandas, Data Wrangling, Statistical Modeling, A/B Testing, NumPy, Python, Tableau",163000,True
DevOps Engineer,2.8,Bachelor's Degree,"Terraform, CI/CD, Prometheus & Grafana",124500,True
ML Engineer,7.7,Master's Degree,"Kubernetes, MLOps, Deep Learning, Machine Learning, Pandas, FastAPI, Docker",188500,True
Data Scientist,1.0,Bachelor's Degree,"Python, Data Visualization, Machine Learning, Scikit-Learn, Pandas, NumPy, A/B Testing",112500,True
ML Engineer,1.4,Bachelor's Degree,"PyTorch, Docker, Machine Learning, Kubernetes, Deep Learning, Data Pipelines",131500,True
Cloud Engineer,9.2,Ph.D.,"CI/CD, AWS, Docker, Google Cloud Platform (GCP)",199000,True
DevOps Engineer,4.5,Associate's Degree,"Linux, AWS, Nginx, CI/CD, Terraform",138500,True
Full Stack Developer,0.0,Bachelor's Degree,"TypeScript, CSS3, React, Express, Tailwind CSS, HTML5, MongoDB",96500,True
ML Engineer,5.6,Bachelor's Degree,"Scikit-Learn, PyTorch, Data Pipelines, MLOps, Machine Learning, Python, Docker, Pandas, System Design",168500,True
Data Engineer,4.4,Bachelor's Degree,"Docker, Apache Spark, Pandas, PostgreSQL, Python, Large Language Models",137000,True
Cyber Security Analyst,9.9,Master's Degree,"Cryptography, Incident Response, Penetration Testing",170000,True
ML Engineer,0.3,High School / Bootcamp,"Python, PyTorch, MLOps, Docker, Machine Learning, Kubernetes, FastAPI",107500,True
AI Engineer,4.7,Bachelor's Degree,"Hugging Face, RAG, Vector Databases, Large Language Models, TensorFlow, PyTorch, LangChain",176000,True
ML Engineer,1.1,Bachelor's Degree,"Kubernetes, Machine Learning, Python, TensorFlow",125000,True
Mobile Developer,2.2,Bachelor's Degree,"REST APIs, Kotlin, Firebase",97500,True
Full Stack Developer,6.6,Bachelor's Degree,"Node.js, Tailwind CSS, Git, HTML5, Express, MongoDB, REST APIs",143500,True
AI Engineer,10.2,Bachelor's Degree,"TensorFlow, Deep Learning, Natural Language Processing, Hugging Face, Transformers, PyTorch",194500,True
Software Engineer,2.2,High School / Bootcamp,"REST APIs, Algorithms, CI/CD",96000,True
ML Engineer,6.7,High School / Bootcamp,"FastAPI, Python, Deep Learning",143500,True
Software Engineer,6.6,Ph.D.,"Linux, SQL, Java",146500,True
AI Engineer,3.4,Bachelor's Degree,"RAG, PyTorch, Python, Deep Learning, Hugging Face, Large Language Models, TensorFlow, LangChain",162000,True
Backend Developer,5.6,Associate's Degree,"PostgreSQL, Go, REST APIs, Node.js, Microservices, Docker, Python, SQL, Kubernetes",136500,True
Software Engineer,1.8,Bachelor's Degree,"System Design, Git, Microservices, SQL, Python, Data Structures, Algorithms, CI/CD",118500,True
Backend Developer,0.2,Bachelor's Degree,"Microservices, System Design, Node.js, SQL, REST APIs, MongoDB",110000,True
Full Stack Developer,4.1,Bachelor's Degree,"HTML5, React, MongoDB, Node.js, CSS3, REST APIs, Express, PostgreSQL",138000,True
ML Engineer,8.9,Bachelor's Degree,"Pandas, PyTorch, Machine Learning, FastAPI, TensorFlow, Python, Data Pipelines, MLOps",181000,True
Software Engineer,12.1,Master's Degree,"REST APIs, Algorithms, Microservices, Linux, Python, SQL, Java, Rust",186500,True
DevOps Engineer,2.8,High School / Bootcamp,"Terraform, Docker, Git, AWS, Kubernetes, Microservices, Nginx, System Design",135000,True
Frontend Developer,4.4,Bachelor's Degree,"Tailwind CSS, REST APIs, JavaScript, React, Git, TypeScript, Responsive Design, Redux, Go",118500,True
Full Stack Developer,2.1,Bachelor's Degree,"Express, PostgreSQL, REST APIs, Git, Node.js, CSS3, TypeScript, React",104000,True
Software Engineer,3.5,Master's Degree,"Microservices, Java, CI/CD, Linux, Data Structures, SQL, Algorithms",128500,True
Full Stack Developer,10.8,High School / Bootcamp,"Git, HTML5, JavaScript, Node.js, Express, React, REST APIs, Docker",147000,True
Data Scientist,10.6,Ph.D.,"Python, Data Wrangling, Machine Learning, A/B Testing, Tableau, Pandas, Data Visualization",200500,True
Software Engineer,4.0,Master's Degree,"SQL, Data Structures, Java, System Design, Algorithms, CI/CD, Git, Python",136500,True
Backend Developer,9.6,Bachelor's Degree,"FastAPI, Node.js, Go",150000,True
Backend Developer,9.1,Bachelor's Degree,"SQL, FastAPI, Docker, MongoDB, Microservices, REST APIs, Node.js, Java",147500,True
Software Engineer,9.1,Bachelor's Degree,"Microservices, CI/CD, Java, Python, Go",140500,True
Data Scientist,10.2,Bachelor's Degree,"Scikit-Learn, Data Wrangling, Statistical Modeling",175000,True
AI Engineer,4.2,Ph.D.,"Python, Transformers, Large Language Models, LangChain, Natural Language Processing, RAG",200500,True
Software Engineer,2.8,Bachelor's Degree,"Python, Microservices, System Design, Algorithms, SQL, Git, Linux, Java",118500,True
AI Engineer,1.1,Bachelor's Degree,"RAG, Hugging Face, PyTorch, Deep Learning, Vector Databases, Transformers, Python, Natural Language Processing",144000,True
Full Stack Developer,2.5,Bachelor's Degree,"REST APIs, React, Tailwind CSS, Docker",112000,True
Cloud Engineer,4.4,Bachelor's Degree,"Docker, AWS, CI/CD",138500,True
Cloud Engineer,2.9,Bachelor's Degree,"Kubernetes, Microsoft Azure, AWS, Google Cloud Platform (GCP), Docker, Microservices, Terraform, Linux, Large Language Models",144500,True
Frontend Developer,7.4,Associate's Degree,"Tailwind CSS, JavaScript, React, HTML5, TypeScript, Redux, REST APIs, Git",129500,True
DevOps Engineer,1.4,Bachelor's Degree,"Kubernetes, Docker, CI/CD, Shell / Bash, Prometheus & Grafana, AWS, Linux",121000,True
Full Stack Developer,2.6,Bachelor's Degree,"Docker, Tailwind CSS, MongoDB",108500,True
AI Engineer,3.8,Bachelor's Degree,"Hugging Face, LangChain, Transformers, TensorFlow",150000,True
Data Scientist,5.7,Master's Degree,"SQL, A/B Testing, Data Wrangling",155500,True
